Gene,Database,Count,Frequency,Percentage,Genomes
(Bla)blaR1_Bacilli,ARGANNOT,100,100,93.5%,064171_1;064172_2;064173_3;064174_4;064175_5;064176_6;064177_7;064178_8;064179_9;064180_10;064181_11;064182_12;064183_13;064184_14;064185_15;064186_16;064187_17;064188_18;064189_19;064190_20;064191_21;064192_22;064193_23;064194_24;064195_25;064196_26;064197_27;064198_28;064199_29;064201_31;064202_32;064203_33;064204_34;064205_35;064206_36;064207_37;064209_39;064210_40;064211_41;064212_42;064213_43;064214_44;064215_45;064217_47;064218_48;064219_49;064220_50;064221_51;064222_52;064223_53;064224_54;064226_56;064228_58;064230_60;064231_61;064232_62;064233_63;064234_64;064235_65;064236_66;064237_67;064238_68;064239_69;064241_71;064242_72;064243_73;064244_74;064245_75;064246_76;064247_77;064248_78;064249_79;064250_80;064251_81;064252_82;064253_83;064254_84;064255_85;064256_86;064257_87;064259_89;064260_90;064261_91;064262_92;064263_93;064264_94;064265_95;064266_96;064267_97;064268_98;064269_99;064270_100;064271_101;064272_102;064273_103;064274_104;064275_105;064276_106;064277_107;235627_59B
(Bla)blaZ,ARGANNOT,100,100,93.5%,064171_1;064172_2;064173_3;064174_4;064175_5;064176_6;064177_7;064178_8;064179_9;064180_10;064181_11;064182_12;064183_13;064184_14;064185_15;064186_16;064187_17;064188_18;064189_19;064190_20;064191_21;064192_22;064193_23;064194_24;064195_25;064196_26;064197_27;064198_28;064199_29;064201_31;064202_32;064203_33;064204_34;064205_35;064206_36;064207_37;064209_39;064210_40;064211_41;064212_42;064213_43;064214_44;064215_45;064217_47;064218_48;064219_49;064220_50;064221_51;064222_52;064223_53;064224_54;064226_56;064228_58;064230_60;064231_61;064232_62;064233_63;064234_64;064235_65;064236_66;064237_67;064238_68;064239_69;064241_71;064242_72;064243_73;064244_74;064245_75;064246_76;064247_77;064248_78;064249_79;064250_80;064251_81;064252_82;064253_83;064254_84;064255_85;064256_86;064257_87;064259_89;064260_90;064261_91;064262_92;064263_93;064264_94;064265_95;064266_96;064267_97;064268_98;064269_99;064270_100;064271_101;064272_102;064273_103;064274_104;064275_105;064276_106;064277_107;235627_59B
(Tmt)dfrG,ARGANNOT,95,95,88.8%,064171_1;064172_2;064173_3;064174_4;064175_5;064176_6;064177_7;064178_8;064179_9;064180_10;064181_11;064182_12;064183_13;064184_14;064185_15;064186_16;064187_17;064188_18;064189_19;064190_20;064191_21;064192_22;064193_23;064194_24;064195_25;064196_26;064197_27;064198_28;064199_29;064201_31;064203_33;064204_34;064205_35;064206_36;064207_37;064209_39;064210_40;064211_41;064212_42;064214_44;064215_45;064217_47;064218_48;064219_49;064220_50;064221_51;064222_52;064224_54;064226_56;064228_58;064230_60;064231_61;064232_62;064233_63;064234_64;064235_65;064236_66;064237_67;064238_68;064239_69;064242_72;064243_73;064244_74;064245_75;064246_76;064247_77;064248_78;064249_79;064250_80;064251_81;064252_82;064253_83;064254_84;064255_85;064256_86;064257_87;064259_89;064260_90;064261_91;064262_92;064264_94;064265_95;064266_96;064267_97;064268_98;064269_99;064270_100;064271_101;064272_102;064273_103;064274_104;064275_105;064276_106;064277_107;235627_59B
(Fcyn)FosB,ARGANNOT,71,71,66.4%,064171_1;064172_2;064173_3;064174_4;064176_6;064178_8;064180_10;064181_11;064182_12;064183_13;064186_16;064187_17;064188_18;064191_21;064192_22;064193_23;064195_25;064196_26;064197_27;064199_29;064201_31;064202_32;064203_33;064204_34;064205_35;064206_36;064210_40;064212_42;064214_44;064215_45;064217_47;064218_48;064220_50;064221_51;064222_52;064226_56;064228_58;064231_61;064232_62;064233_63;064234_64;064235_65;064236_66;064237_67;064238_68;064239_69;064242_72;064243_73;064244_74;064245_75;064247_77;064248_78;064249_79;064251_81;064252_82;064254_84;064259_89;064260_90;064261_91;064262_92;064263_93;064264_94;064268_98;064271_101;064272_102;064273_103;064274_104;064275_105;064276_106;064277_107;235627_59B
(Bla)mecA,ARGANNOT,58,58,54.2%,064171_1;064172_2;064174_4;064176_6;064178_8;064179_9;064180_10;064181_11;064182_12;064190_20;064191_21;064192_22;064194_24;064196_26;064197_27;064199_29;064201_31;064203_33;064204_34;064206_36;064207_37;064210_40;064217_47;064221_51;064223_53;064224_54;064226_56;064230_60;064231_61;064232_62;064233_63;064234_64;064235_65;064236_66;064238_68;064244_74;064247_77;064248_78;064249_79;064250_80;064251_81;064252_82;064254_84;064256_86;064257_87;064259_89;064261_91;064262_92;064264_94;064265_95;064268_98;064270_100;064272_102;064273_103;064274_104;064275_105;064277_107;235627_59B
(AGly)aac6-Aph2,ARGANNOT,54,54,50.5%,064171_1;064172_2;064173_3;064174_4;064176_6;064178_8;064179_9;064180_10;064182_12;064190_20;064191_21;064192_22;064196_26;064197_27;064199_29;064202_32;064203_33;064204_34;064215_45;064217_47;064220_50;064221_51;064226_56;064228_58;064230_60;064231_61;064232_62;064234_64;064236_66;064237_67;064238_68;064244_74;064247_77;064248_78;064249_79;064251_81;064252_82;064254_84;064256_86;064257_87;064259_89;064260_90;064261_91;064262_92;064263_93;064264_94;064265_95;064271_101;064272_102;064273_103;064274_104;064275_105;064277_107;235627_59B
(AGly)aph(3'')-III,ARGANNOT,53,53,49.5%,064171_1;064172_2;064173_3;064174_4;064176_6;064178_8;064179_9;064180_10;064182_12;064191_21;064192_22;064196_26;064201_31;064202_32;064203_33;064204_34;064206_36;064211_41;064215_45;064217_47;064219_49;064220_50;064221_51;064226_56;064228_58;064231_61;064232_62;064234_64;064236_66;064238_68;064244_74;064247_77;064248_78;064249_79;064251_81;064252_82;064254_84;064257_87;064259_89;064260_90;064261_91;064262_92;064263_93;064264_94;064265_95;064267_97;064271_101;064272_102;064273_103;064274_104;064275_105;064277_107;235627_59B
(AGly)sat4A,ARGANNOT,53,53,49.5%,064171_1;064172_2;064173_3;064174_4;064176_6;064178_8;064179_9;064180_10;064182_12;064191_21;064192_22;064196_26;064201_31;064202_32;064203_33;064204_34;064206_36;064211_41;064215_45;064217_47;064219_49;064220_50;064221_51;064226_56;064228_58;064231_61;064232_62;064234_64;064236_66;064238_68;064244_74;064247_77;064248_78;064249_79;064251_81;064252_82;064254_84;064257_87;064259_89;064260_90;064261_91;064262_92;064263_93;064264_94;064265_95;064267_97;064271_101;064272_102;064273_103;064274_104;064275_105;064277_107;235627_59B
(MLS)msr(A),ARGANNOT,43,43,40.2%,064171_1;064172_2;064174_4;064176_6;064178_8;064180_10;064182_12;064190_20;064191_21;064192_22;064196_26;064201_31;064203_33;064204_34;064206_36;064217_47;064221_51;064226_56;064230_60;064231_61;064232_62;064234_64;064236_66;064238_68;064244_74;064247_77;064248_78;064249_79;064251_81;064252_82;064254_84;064256_86;064259_89;064261_91;064262_92;064264_94;064268_98;064272_102;064273_103;064274_104;064275_105;064277_107;235627_59B
(MLS)mph(C),ARGANNOT,39,39,36.4%,064171_1;064172_2;064174_4;064176_6;064178_8;064180_10;064182_12;064191_21;064192_22;064196_26;064201_31;064203_33;064204_34;064206_36;064217_47;064221_51;064226_56;064231_61;064232_62;064234_64;064236_66;064238_68;064244_74;064247_77;064248_78;064249_79;064251_81;064252_82;064254_84;064259_89;064261_91;064262_92;064264_94;064272_102;064273_103;064274_104;064275_105;064277_107;235627_59B
(Tet)tetK,ARGANNOT,33,33,30.8%,064175_5;064177_7;064179_9;064181_11;064184_14;064186_16;064189_19;064190_20;064194_24;064197_27;064198_28;064199_29;064205_35;064207_37;064210_40;064211_41;064212_42;064218_48;064219_49;064223_53;064224_54;064230_60;064233_63;064237_67;064242_72;064243_73;064250_80;064253_83;064256_86;064257_87;064260_90;064267_97;064270_100
(AGly)ant6-Ia,ARGANNOT,7,7,6.5%,064202_32;064215_45;064220_50;064228_58;064260_90;064263_93;064271_101
(Tmt)dfrC,ARGANNOT,7,7,6.5%,064197_27;064211_41;064215_45;064220_50;064228_58;064263_93;064271_101
(AGly)aadD,ARGANNOT,6,6,5.6%,064190_20;064211_41;064230_60;064237_67;064249_79;064256_86
(Phe)cat-pC221,ARGANNOT,6,6,5.6%,064188_18;064197_27;064217_47;064226_56;064239_69;064265_95
(AGly)str,ARGANNOT,4,4,3.7%,064182_12;064217_47;064252_82;064265_95
(Tet)tetL,ARGANNOT,4,4,3.7%,064215_45;064220_50;064228_58;064271_101
(MLS)erm(C),ARGANNOT,4,4,3.7%,064188_18;064197_27;064239_69;064265_95
(AGly)aadC,ARGANNOT,4,4,3.7%,064188_18;064197_27;064239_69;064265_95
(Tet)tetM,ARGANNOT,2,2,1.9%,064202_32;064263_93
(MLS)lin(A),ARGANNOT,2,2,1.9%,064237_67;064256_86
(MLS)erm(B),ARGANNOT,2,2,1.9%,064173_3;064260_90
(Phe)catA7,ARGANNOT,1,1,0.9%,064189_19
